Plasmid-ID	Host	Niche	Source	Length	Circular	Conj_type	Plasmidfinder_type	Copy_number	ARG_number	ARG_Type_Subtype	unique_type	unique_subtype	carrying_VF_num	Selection
Wnew4R-barcode39-contig_1	Wnew4R-barcode39	Human	WWTP-I	102175	Y	Conj	IncI	1.762151371	0		0	0	0	Y
Wnew4R-barcode39-contig_3	Wnew4R-barcode39	Human	WWTP-I	164926	Y	Conj	IncFIB(AP001918), IncN, IncFII(pHN7A8)	1.604741619	3	fosfomycin__FosA3, beta_lactam__CTX-M-55, beta_lactam__TEM-1	2	3	10	Y
Wnew4R-barcode39-contig_4	Wnew4R-barcode39	Human	WWTP-I	42415	Y	unmob	IncX1	2.301399362	9	beta_lactam__OXA-10, sulfonamide__sul2, florfenicol__floR, aminoglycoside__APH(3')-IIa, aminoglycoside__aadA, rifamycin__arr-2, chloramphenicol__cmlA5, trimethoprim__dfrA14, tetracycline__tet(A)	8	9	0	Y
Wnew4R-barcode40-contig_2	Wnew4R-barcode40	Human	WWTP-I	110665	Y	unmob	IncFIB(pLF82)	1.151173364	0		0	0	0	Y
Wnew4R-barcode40-contig_3	Wnew4R-barcode40	Human	WWTP-I	144292	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.374423093	11	chloramphenicol__cmlA1, sulfonamide__sul2, macrolide-lincosamide-streptogramin__mef(B), beta_lactam__TEM-1, florfenicol__floR, aminoglycoside__aadA, tetracycline__tet(A), aminoglycoside__aadA, trimethoprim__dfrA12, tetracycline__tet(M), aminoglycoside__APH(3')-Ia	8	10	5	Y
Wnew4R-barcode41-contig_6	Wnew4R-barcode41	Human	WWTP-I	207065	Y	Conj	IncFIB(AP001918), IncFII	1.551111208	3	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, tetracycline__tet(B)	2	3	13	Y
Wnew4R-barcode41-contig_7	Wnew4R-barcode41	Human	WWTP-I	12773	Y	mob_unconj		44.1537041	0		0	0	0	Y
Wnew4R-barcode41-contig_8	Wnew4R-barcode41	Human	WWTP-I	261094	Y	mob_unconj	IncHI2A, IncHI2	1.041516831	17	macrolide-lincosamide-streptogramin__linG, aminoglycoside__aadA23, trimethoprim__dfrA14, aminoglycoside__AAC(3)-IId, beta_lactam__LAP-2, rifamycin__arr-2, quinolone__QnrS1, sulfonamide__sul3, macrolide-lincosamide-streptogramin__mef(B), tetracycline__tet(A), macrolide-lincosamide-streptogramin__mph(A), beta_lactam__CTX-M-55, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, florfenicol__floR, aminoglycoside__APH(3')-Ia	9	17	0	Y
Wnew4R-barcode42-contig_1	Wnew4R-barcode42	Human	WWTP-I	4290	Y	unmob		49.21833678	0		0	0	0	Y
Wnew4R-barcode42-contig_13	Wnew4R-barcode42	Human	WWTP-I	15352	Y	mob_unconj		12.12814275	0		0	0	0	Y
Wnew4R-barcode42-contig_14	Wnew4R-barcode42	Human	WWTP-I	12471	Y	mob_unconj	IncQ1, IncQ1	55.14344159	0		0	0	0	Y
Wnew4R-barcode42-contig_15	Wnew4R-barcode42	Human	WWTP-I	86502	Y	Conj	IncI1	1.358173399	0		0	0	0	Y
Wnew4R-barcode42-contig_16	Wnew4R-barcode42	Human	WWTP-I	115898	N	unmob	p0111	1.307485806	5	beta_lactam__CTX-M-55, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), florfenicol__floR	4	4	0	Y
Wnew4R-barcode42-contig_2	Wnew4R-barcode42	Human	WWTP-I	7751	N	unmob		3.1135607	6	chloramphenicol__cmlA5, aminoglycoside__aadA, trimethoprim__dfrA14, beta_lactam__OXA-10, beta_lactam__CTX-M-55, rifamycin__arr-2	5	6	0	Y
Wnew4R-barcode42-contig_4	Wnew4R-barcode42	Human	WWTP-I	16845	N	unmob		2.186650412	3	tetracycline__tet(A), beta_lactam__TEM-1, quinolone__QnrS1	3	3	0	Y
Wnew4R-barcode42-contig_5	Wnew4R-barcode42	Human	WWTP-I	30905	N	Conj	IncX1	1.904949888	1	aminoglycoside__APH(3')-Ia	1	1	0	Y
Wnew4R-barcode43-contig_2	Wnew4R-barcode43	Human	WWTP-I	110674	Y	unmob	IncFIB(pLF82)	1.001505234	0		0	0	0	Y
Wnew4R-barcode43-contig_3	Wnew4R-barcode43	Human	WWTP-I	144290	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.381211416	11	trimethoprim__dfrA12, aminoglycoside__aadA, beta_lactam__TEM-1, aminoglycoside__aadA, tetracycline__tet(M), macrolide-lincosamide-streptogramin__mef(B), florfenicol__floR, tetracycline__tet(A), chloramphenicol__cmlA1, aminoglycoside__APH(3')-Ia, sulfonamide__sul2	8	10	5	Y
Wnew4R-barcode44-contig_3	Wnew4R-barcode44	Human	WWTP-I	10659	Y	mob_unconj		5.926140039	0		0	0	0	Y
Wnew4R-barcode44-contig_4	Wnew4R-barcode44	Human	WWTP-I	126227	Y	Conj	IncFIB(AP001918), IncFII, IncFII	0.95930496	0		0	0	0	Y
Wnew4R-barcode44-contig_5	Wnew4R-barcode44	Human	WWTP-I	46719	Y	mob_unconj	IncX1	2.615851949	9	tetracycline__tet(A), florfenicol__floR, beta_lactam__CTX-M-55, sulfonamide__sul2, trimethoprim__dfrA14, aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, aminoglycoside__APH(3')-IIa, aminoglycoside__APH(3'')-Ib	6	9	0	Y
Wnew4R-barcode45-contig_2	Wnew4R-barcode45	Human	WWTP-I	5568	Y	mob_unconj		8.244038707	0		0	0	0	Y
Wnew4R-barcode45-contig_4	Wnew4R-barcode45	Human	WWTP-I	156147	Y	Conj	IncFIB(AP001918), IncQ1, IncFII, IncFII	1.254922782	11	sulfonamide__sul2, tetracycline__tet(A), sulfonamide__sul1, aminoglycoside__AAC(3)-IIe, trimethoprim__dfrA17, macrolide-lincosamide-streptogramin__mph(A), aminoglycoside__APH(6)-Id, aminoglycoside__aadA5, macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), aminoglycoside__APH(3'')-Ib	5	11	0	Y
Wnew4R-barcode45-contig_5	Wnew4R-barcode45	Human	WWTP-I	99119	Y	Conj	IncI1	1.197767445	1	florfenicol__floR	1	1	0	Y
Wnew4R-barcode45-contig_7	Wnew4R-barcode45	Human	WWTP-I	46723	Y	mob_unconj	IncX1	2.600681313	9	beta_lactam__TEM-1, aminoglycoside__APH(3'')-Ib, sulfonamide__sul2, florfenicol__floR, tetracycline__tet(A), aminoglycoside__APH(3')-IIa, aminoglycoside__APH(6)-Id, beta_lactam__CTX-M-55, trimethoprim__dfrA14	6	9	0	Y
Wnew4R-barcode45-contig_8	Wnew4R-barcode45	Human	WWTP-I	39823	Y	Conj	pXuzhou21	1.049440746	0		0	0	0	Y
Wnew4R-barcode46-contig_10	Wnew4R-barcode46	Human	WWTP-I	62406	N	Conj	IncFII	2.828118964	0		0	0	1	Y
Wnew4R-barcode46-contig_2	Wnew4R-barcode46	Human	WWTP-I	25388	N	unmob		2.060720904	7	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-IIa, beta_lactam__CTX-M-55, aminoglycoside__APH(6)-Id, tetracycline__tet(A), florfenicol__floR, sulfonamide__sul2	5	7	0	Y
Wnew4R-barcode46-contig_5	Wnew4R-barcode46	Human	WWTP-I	10754	N	unmob		1.662227423	0		0	0	0	Y
Wnew4R-barcode46-contig_6	Wnew4R-barcode46	Human	WWTP-I	2974	N	unmob		3.002023643	0		0	0	0	Y
Wnew4R-barcode46-contig_8	Wnew4R-barcode46	Human	WWTP-I	7891	Y	unmob		30.75318941	0		0	0	0	Y
Wnew4R-barcode46-contig_9	Wnew4R-barcode46	Human	WWTP-I	110052	Y	unmob	IncFIB(pHCM2)	0.882519658	0		0	0	0	Y
Wnew4R-barcode47-contig_1	Wnew4R-barcode47	Human	WWTP-I	12476	Y	unmob		14.44796311	0		0	0	0	Y
Wnew4R-barcode47-contig_2	Wnew4R-barcode47	Human	WWTP-I	60106	Y	Conj	IncFII	1.835397345	0		0	0	1	Y
Wnew4R-barcode47-contig_3	Wnew4R-barcode47	Human	WWTP-I	88106	Y	Conj	IncFII(pHN7A8)	1.921424359	7	sulfonamide__sul2, aminoglycoside__APH(3'')-Ib, tetracycline__tet(A), aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-IIa, florfenicol__floR, beta_lactam__CTX-M-55	5	7	1	Y
Wnew4R-barcode47-contig_9	Wnew4R-barcode47	Human	WWTP-I	110057	Y	unmob	IncFIB(pHCM2)	0.830837154	0		0	0	0	Y
Wnew4R-barcode49-contig_2	Wnew4R-barcode49	Environment	WWTP-E	40341	Y	unmob	IncFII(pHN7A8)	2.59959293	2	beta_lactam__CTX-M-55, beta_lactam__TEM-1	1	2	1	Y
Wnew4R-barcode49-contig_4	Wnew4R-barcode49	Environment	WWTP-E	6546	Y	mob_unconj		5.671259428	0		0	0	0	Y
Wnew4R-barcode49-contig_5	Wnew4R-barcode49	Environment	WWTP-E	98997	Y	Conj	IncI1	1.175559519	1	beta_lactam__CMY-2	1	1	0	Y
Wnew4R-barcode49-contig_6	Wnew4R-barcode49	Environment	WWTP-E	177974	Y	mob_unconj	IncFIB(AP001918), IncFIC(FII)	1.692578018	17	chloramphenicol__cmlA1, aminoglycoside__aadA, aminoglycoside__AAC(3)-IIe, aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA, tetracycline__tet(M), macrolide-lincosamide-streptogramin__mef(B), aminoglycoside__APH(3')-Ia, aminoglycoside__APH(6)-Id, florfenicol__floR, tetracycline__tet(A), tetracycline__tet(A), sulfonamide__sul2, trimethoprim__dfrA14, tetracycline__tet(M), beta_lactam__TEM-1, quinolone__QnrS1	9	14	10	Y
Wnew4R-barcode49-contig_8	Wnew4R-barcode49	Environment	WWTP-E	82981	Y	Conj		1.942455057	0		0	0	0	Y
Wnew4R-barcode50-contig_2	Wnew4R-barcode50	Environment	WWTP-E	170853	Y	Conj	IncFIB(AP001918), IncFII	1.880246842	15	florfenicol__floR, quinolone__QnrS1, aminoglycoside__AAC(3)-IId, tetracycline__tet(A), beta_lactam__TEM-1, aminoglycoside__APH(3'')-Ib, aminoglycoside__aadA, macrolide-lincosamide-streptogramin__mph(A), tetracycline__tet(A), aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, sulfonamide__sul2, aminoglycoside__APH(3')-Ia, trimethoprim__dfrA12, beta_lactam__CTX-M-55	8	13	7	Y
Wnew4R-barcode51-contig_4	Wnew4R-barcode51	Environment	WWTP-E	93014	Y	mob_unconj	IncQ1, IncQ1, IncFII(pHN7A8)	1.387374362	10	macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, macrolide-lincosamide-streptogramin__erm(42), sulfonamide__sul2, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mph(A), beta_lactam__CTX-M-55, macrolide-lincosamide-streptogramin__erm(42), aminoglycoside__aadA23, aminoglycoside__AAC(3)-IId	4	7	1	Y
Wnew4R-barcode51-contig_5	Wnew4R-barcode51	Environment	WWTP-E	97095	Y	mob_unconj	IncFIB(K), IncFIA(HI1), IncX1	1.627509395	7	macrolide-lincosamide-streptogramin__mef(B), aminoglycoside__APH(3'')-Ib, tetracycline__tet(A), sulfonamide__sul3, aminoglycoside__APH(6)-Id, macrolide-lincosamide-streptogramin__mph(A), florfenicol__floR	5	7	0	Y
Wnew4R-barcode51-contig_6	Wnew4R-barcode51	Environment	WWTP-E	3531	Y	unmob		36.20713253	0		0	0	0	Y
Wnew4R-barcode51-contig_7	Wnew4R-barcode51	Environment	WWTP-E	77097	Y	mob_unconj		1.787957526	0		0	0	0	Y
Wnew4R-barcode52-contig_2	Wnew4R-barcode52	Environment	WWTP-E	2989	Y	unmob		18.12518035	0		0	0	0	Y
Wnew4R-barcode52-contig_4	Wnew4R-barcode52	Environment	WWTP-E	170343	Y	Conj	IncFIB(AP001918), IncFIA, IncFII	1.26797309	22	macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), fosfomycin__FosA3, florfenicol__floR, beta_lactam__TEM-1, aminoglycoside__AAC(3)-IId, aminoglycoside__aadA, sulfonamide__sul2, chloramphenicol__cmlA1, tetracycline__tet(A), sulfonamide__sul3, beta_lactam__TEM-1, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, aminoglycoside__aadA, beta_lactam__CTX-M-55, tetracycline__tet(M), aminoglycoside__APH(3')-Ia, trimethoprim__dfrA12, beta_lactam__CTX-M-55, aminoglycoside__aadA17, fosfomycin__FosA3	9	16	6	Y
Wnew4R-barcode53-contig_2	Wnew4R-barcode53	Environment	WWTP-E	90613	Y	Conj	IncI1	1.236586354	0		0	0	0	Y
Wnew4R-barcode53-contig_3	Wnew4R-barcode53	Environment	WWTP-E	142708	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.282634184	11	tetracycline__tet(A), macrolide-lincosamide-streptogramin__linG, sulfonamide__sul3, trimethoprim__dfrA14, florfenicol__floR, aminoglycoside__aadA23, aminoglycoside__AAC(3)-IIe, macrolide-lincosamide-streptogramin__mef(B), aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55	7	11	5	Y
Wnew4R-barcode53-contig_4	Wnew4R-barcode53	Environment	WWTP-E	109714	Y	unmob	IncFIB(pLF82)	1.081497088	0		0	0	0	Y
Wnew4R-barcode54-contig_2	Wnew4R-barcode54	Environment	WWTP-E	153983	Y	Conj	IncFIB(AP001918), IncI	1.489546511	0		0	0	0	Y
Wnew4R-barcode54-contig_3	Wnew4R-barcode54	Environment	WWTP-E	139538	Y	unmob	IncHI2	0.978265371	15	aminoglycoside__APH(6)-Id, quinolone__QnrS1, aminoglycoside__aadA, aminoglycoside__AAC(3)-IV, rifamycin__arr-2, aminoglycoside__aadA23, tetracycline__tet(A), aminoglycoside__APH(3')-Ia, aminoglycoside__APH(4)-Ia, beta_lactam__CTX-M-65, trimethoprim__dfrA14, beta_lactam__OXA-10, chloramphenicol__cmlA6, aminoglycoside__APH(3'')-Ib, macrolide-lincosamide-streptogramin__linG	8	15	0	Y
Wnew4R-barcode54-contig_4	Wnew4R-barcode54	Environment	WWTP-E	9354	Y	mob_unconj	Col156, Col156	10.19527611	0		0	0	0	Y
Wnew4R-barcode54-contig_5	Wnew4R-barcode54	Environment	WWTP-E	97083	Y	unmob	IncY	1.544456092	0		0	0	0	Y
Wnew4R-barcode54-contig_6	Wnew4R-barcode54	Environment	WWTP-E	75006	Y	Conj	IncI1	1.214242719	0		0	0	0	Y
Wnew4R-barcode55-contig_10	Wnew4R-barcode55	Environment	WWTP-E	4732	N	unmob		1.774122444	0		0	0	0	Y
Wnew4R-barcode55-contig_12	Wnew4R-barcode55	Environment	WWTP-E	2950	N	unmob		0.598773489	0		0	0	0	Y
Wnew4R-barcode55-contig_15	Wnew4R-barcode55	Environment	WWTP-E	90615	Y	unmob		1.143795571	0		0	0	0	Y
Wnew4R-barcode55-contig_16	Wnew4R-barcode55	Environment	WWTP-E	137864	Y	unmob	IncHI2	1.16998462	15	aminoglycoside__aadA23, aminoglycoside__APH(4)-Ia, beta_lactam__OXA-10, aminoglycoside__AAC(3)-IV, beta_lactam__CTX-M-65, tetracycline__tet(A), chloramphenicol__cmlA6, quinolone__QnrS1, aminoglycoside__aadA, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-Ia, trimethoprim__dfrA14, aminoglycoside__APH(3'')-Ib, rifamycin__arr-2, macrolide-lincosamide-streptogramin__linG	8	15	0	Y
Wnew4R-barcode55-contig_17	Wnew4R-barcode55	Environment	WWTP-E	76252	Y	Conj	IncI1	2.418598419	0		0	0	0	Y
Wnew4R-barcode55-contig_6	Wnew4R-barcode55	Environment	WWTP-E	153214	Y	Conj	IncFIB(AP001918), IncI	1.623193826	0		0	0	0	Y
Wnew4R-barcode55-contig_8	Wnew4R-barcode55	Environment	WWTP-E	15189	N	unmob		1.658976049	0		0	0	2	Y
Wnew4R-barcode57-contig_3	Wnew4R-barcode57	Environment	WWTP-E	92742	Y	Conj	IncFII(pSE11)	1.448845223	4	aminoglycoside__aadA, tetracycline__tet(A), trimethoprim__dfrA1, sulfonamide__sul1	4	4	0	Y
Wnew4R-barcode57-contig_4	Wnew4R-barcode57	Environment	WWTP-E	101350	Y	mob_unconj	IncFIB(AP001918), IncFIC(FII)	1.12360768	3	beta_lactam__CTX-M-55, beta_lactam__TEM-1, aminoglycoside__APH(3')-IIa	2	3	1	Y
Wnew4R-barcode57-contig_5	Wnew4R-barcode57	Environment	WWTP-E	95583	Y	unmob	p0111	1.074303449	0		0	0	0	Y
Wnew4R-barcode58-contig_4	Wnew4R-barcode58	Environment	WWTP-E	154454	Y	mob_unconj	IncFIB(AP001918), IncFIC(FII)	1.526381176	8	beta_lactam__TEM-1, aminoglycoside__APH(3'')-Ib, florfenicol__floR, tetracycline__tet(A), aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, tetracycline__tet(A), sulfonamide__sul2	5	6	10	Y
Wnew4R-barcode58-contig_5	Wnew4R-barcode58	Environment	WWTP-E	62314	Y	Conj	IncX1	1.773104431	4	aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, tetracycline__tet(A), quinolone__QnrS1	4	4	0	Y
Wnew4R-barcode58-contig_6	Wnew4R-barcode58	Environment	WWTP-E	9844	Y	unmob		20.13888896	1	beta_lactam__TEM-1	1	1	0	Y
Wnew4R-barcode58-contig_7	Wnew4R-barcode58	Environment	WWTP-E	12927	Y	mob_unconj		4.948454767	0		0	0	0	Y
Wnew4R-barcode59-contig_2	Wnew4R-barcode59	Environment	WWTP-E	5367	N	unmob		7.536907819	1	beta_lactam__TEM-185	1	1	0	Y
Wnew4R-barcode59-contig_4	Wnew4R-barcode59	Environment	WWTP-E	154454	Y	mob_unconj	IncFIB(AP001918), IncFIC(FII)	1.345301977	8	tetracycline__tet(A), tetracycline__tet(A), aminoglycoside__APH(3'')-Ib, beta_lactam__TEM-1, aminoglycoside__APH(6)-Id, florfenicol__floR, beta_lactam__TEM-1, sulfonamide__sul2	5	6	10	Y
Wnew4R-barcode59-contig_5	Wnew4R-barcode59	Environment	WWTP-E	62322	Y	Conj	IncX1	1.307973313	4	quinolone__QnrS1, beta_lactam__CTX-M-55, tetracycline__tet(A), aminoglycoside__APH(3')-Ia	4	4	0	Y
Wnew4R-barcode59-contig_6	Wnew4R-barcode59	Environment	WWTP-E	12620	Y	mob_unconj		1.998881278	0		0	0	0	Y
Wnew4R-barcode59-contig_7	Wnew4R-barcode59	Environment	WWTP-E	9845	Y	unmob		12.09220674	1	beta_lactam__TEM-1	1	1	0	Y
Wnew4R-barcode63-contig_10	Wnew4R-barcode63	Environment	WWTP-E	48208	N	Conj	IncFII(pHN7A8)	1.698188881	2	tetracycline__tet(A), beta_lactam__TEM-1	2	2	1	Y
Wnew4R-barcode63-contig_11	Wnew4R-barcode63	Environment	WWTP-E	14237	N	unmob	IncFIC(FII)	1.765461274	0		0	0	0	Y
Wnew4R-barcode63-contig_12	Wnew4R-barcode63	Environment	WWTP-E	6883	N	unmob		0.992270109	0		0	0	0	Y
Wnew4R-barcode63-contig_14	Wnew4R-barcode63	Environment	WWTP-E	5399	N	unmob		1.694675119	0		0	0	0	Y
Wnew4R-barcode63-contig_16	Wnew4R-barcode63	Environment	WWTP-E	102585	Y	Conj	IncB/O/K/Z	1.250066323	6	sulfonamide__sul1, trimethoprim__dfrA12, bleomycin__bleomycin resistance protein, aminoglycoside__aadA, fosfomycin__FosA3, beta_lactam__NDM-5	6	6	0	Y
Wnew4R-barcode63-contig_18	Wnew4R-barcode63	Environment	WWTP-E	38366	Y	unmob	IncX1, IncX1	1.867107671	2	aminoglycoside__APH(3')-IIa, aminoglycoside__APH(3')-IIa	1	1	0	Y
Wnew4R-barcode63-contig_7	Wnew4R-barcode63	Environment	WWTP-E	102033	N	unmob		1.662970495	8	sulfonamide__sul1, trimethoprim__dfrA17, aminoglycoside__APH(6)-Id, tetracycline__tet(A), aminoglycoside__aadA5, aminoglycoside__APH(3'')-Ib, sulfonamide__sul2, macrolide-lincosamide-streptogramin__mph(A)	5	8	1	Y
Wnew4R-barcode63-contig_8	Wnew4R-barcode63	Environment	WWTP-E	180048	N	unmob	IncFIB(AP001918)	1.443038584	6	tetracycline__tet(A), trimethoprim__dfrA14, florfenicol__floR, quinolone__QnrS1, beta_lactam__TEM-135, tetracycline__tet(A)	5	5	11	Y
Wnew4R-barcode63-contig_9	Wnew4R-barcode63	Environment	WWTP-E	4203	N	unmob		27.4982577	0		0	0	0	Y
Wnew4R-barcode64-contig_1	Wnew4R-barcode64	Environment	WWTP-S	44908	Y	Conj	IncX1	3.097200556	6	beta_lactam__CTX-M-55, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, tetracycline__tet(A), sulfonamide__sul2	4	6	0	Y
Wnew4R-barcode64-contig_2	Wnew4R-barcode64	Environment	WWTP-S	107867	Y	Conj	IncI1	1.335565043	7	trimethoprim__dfrA14, beta_lactam__OXA-10, rifamycin__arr-2, quinolone__QnrS1, tetracycline__tet(A), chloramphenicol__cmlA5, aminoglycoside__aadA	7	7	0	Y
Wnew4R-barcode64-contig_4	Wnew4R-barcode64	Environment	WWTP-S	148111	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.430313823	3	fosfomycin__FosA3, beta_lactam__CTX-M-55, beta_lactam__TEM-1	2	3	6	Y
Wnew4R-barcode65-contig_1	Wnew4R-barcode65	Environment	WWTP-S	110674	Y	unmob	IncFIB(pLF82)	0.987633873	0		0	0	0	Y
Wnew4R-barcode65-contig_3	Wnew4R-barcode65	Environment	WWTP-S	13184	Y	unmob	Col440I, Col440I	0.687041111	0		0	0	0	Y
Wnew4R-barcode65-contig_4	Wnew4R-barcode65	Environment	WWTP-S	144295	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.332324591	10	tetracycline__tet(A), beta_lactam__TEM-1, chloramphenicol__cmlA1, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, trimethoprim__dfrA12, aminoglycoside__aadA, sulfonamide__sul2, florfenicol__floR, tetracycline__tet(M)	7	9	5	Y
Wnew4R-barcode66-contig_2	Wnew4R-barcode66	Environment	WWTP-S	110675	Y	unmob	IncFIB(pLF82)	0.856852043	0		0	0	0	Y
Wnew4R-barcode66-contig_3	Wnew4R-barcode66	Environment	WWTP-S	144297	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.259539278	11	chloramphenicol__cmlA1, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__aadA, tetracycline__tet(M), tetracycline__tet(A), macrolide-lincosamide-streptogramin__mef(B), florfenicol__floR, sulfonamide__sul2, beta_lactam__TEM-1, trimethoprim__dfrA12	8	10	5	Y
Wnew4R-barcode67-contig_2	Wnew4R-barcode67	Environment	WWTP-S	5647	N	unmob	Col(BS512), Col(BS512), Col(BS512)	37.82317866	0		0	0	0	Y
Wnew4R-barcode67-contig_3	Wnew4R-barcode67	Environment	WWTP-S	19508	Y	mob_unconj		2.464712333	0		0	0	0	Y
Wnew4R-barcode67-contig_4	Wnew4R-barcode67	Environment	WWTP-S	143491	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.225878886	10	tetracycline__tet(A), trimethoprim__dfrA12, chloramphenicol__cmlA1, aminoglycoside__aadA, florfenicol__floR, sulfonamide__sul2, aminoglycoside__aadA, tetracycline__tet(M), beta_lactam__TEM-1, aminoglycoside__APH(3')-Ia	7	9	5	Y
Wnew4R-barcode67-contig_5	Wnew4R-barcode67	Environment	WWTP-S	87573	Y	Conj	IncI1	1.591121761	1	beta_lactam__CTX-M-55	1	1	0	Y
Wnew4R-barcode68-contig_2	Wnew4R-barcode68	Environment	WWTP-S	144292	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.409097326	10	beta_lactam__TEM-1, tetracycline__tet(A), chloramphenicol__cmlA1, aminoglycoside__aadA, florfenicol__floR, tetracycline__tet(M), sulfonamide__sul2, trimethoprim__dfrA12, aminoglycoside__aadA, aminoglycoside__APH(3')-Ia	7	9	5	Y
Wnew4R-barcode68-contig_3	Wnew4R-barcode68	Environment	WWTP-S	110675	Y	unmob	IncFIB(pLF82)	1.104035144	0		0	0	0	Y
Wnew4R-barcode69-contig_2	Wnew4R-barcode69	Environment	WWTP-S	144292	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.242825028	11	florfenicol__floR, tetracycline__tet(M), trimethoprim__dfrA12, sulfonamide__sul2, tetracycline__tet(A), macrolide-lincosamide-streptogramin__mef(B), aminoglycoside__aadA, chloramphenicol__cmlA1, aminoglycoside__aadA, beta_lactam__TEM-1, aminoglycoside__APH(3')-Ia	8	10	5	Y
Wnew4R-barcode69-contig_3	Wnew4R-barcode69	Environment	WWTP-S	110665	Y	unmob	IncFIB(pLF82)	0.861025799	0		0	0	0	Y
Wnew4R-barcode70-contig_2	Wnew4R-barcode70	Environment	WWTP-S	59447	Y	Conj	IncL/M(pOXA-48)	1.795622013	0		0	0	0	Y
Wnew4R-barcode70-contig_3	Wnew4R-barcode70	Environment	WWTP-S	110651	Y	unmob	IncFIB(pLF82)	1.090954014	0		0	0	0	Y
Wnew4R-barcode70-contig_4	Wnew4R-barcode70	Environment	WWTP-S	144299	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.402928123	11	macrolide-lincosamide-streptogramin__mef(B), beta_lactam__TEM-1, aminoglycoside__APH(3')-Ia, chloramphenicol__cmlA1, aminoglycoside__aadA, florfenicol__floR, trimethoprim__dfrA12, tetracycline__tet(M), sulfonamide__sul2, aminoglycoside__aadA, tetracycline__tet(A)	8	10	5	Y
Wnew4R-barcode71-contig_10	Wnew4R-barcode71	Environment	WWTP-S	82598	Y	Conj	IncB/O/K/Z	1.569917233	0		0	0	0	Y
Wnew4R-barcode71-contig_11	Wnew4R-barcode71	Environment	WWTP-S	16262	Y	mob_unconj	Col8282	15.03505712	0		0	0	0	Y
Wnew4R-barcode71-contig_2	Wnew4R-barcode71	Environment	WWTP-S	193194	N	Conj	IncFIB(AP001918), IncN, IncFIA, IncFII(pHN7A8)	2.062940799	16	tetracycline__tet(A), beta_lactam__TEM-1, tetracycline__tet(M), aminoglycoside__aadA, macrolide-lincosamide-streptogramin__linG, beta_lactam__TEM-1, sulfonamide__sul3, florfenicol__floR, aminoglycoside__aadA17, aminoglycoside__AAC(3)-IId, aminoglycoside__aadA, chloramphenicol__cmlA1, beta_lactam__CTX-M-55, trimethoprim__dfrA12, sulfonamide__sul2, aminoglycoside__APH(3')-Ia	8	14	7	Y
Wnew4R-barcode71-contig_5	Wnew4R-barcode71	Environment	WWTP-S	47148	N	unmob	IncFII, IncFII	1.751097513	6	aminoglycoside__aadA, aminoglycoside__aadA, sulfonamide__sul2, florfenicol__floR, trimethoprim__dfrA12, chloramphenicol__cmlA1	5	5	0	Y
Wnew4R-barcode71-contig_8	Wnew4R-barcode71	Environment	WWTP-S	2642	N	mob_unconj		1.035277364	0		0	0	0	Y
